date,temperature_2m,surface_pressure,precipitation,wind_speed_10m,precip_log,wind_smoothed,temperature_2m_z,surface_pressure_z,wind_r,precip_z_12h,precip_z_24h,temp_lower,temp_upper,wind_lower,wind_upper,press_lower,press_upper,hour,month,hour_sin,hour_cos,month_sin,month_cos,if_score,is_if_anomaly,lstm_error,is_lstm_anomaly,if_threshold,lstm_threshold,anomaly_label,tpa_summary,tpa_plot_path,treeshap_summary,treeshap_plot_path,rea_summary,rea_plot_path
2025-05-31 17:00:00,23.0,1011.4,0.0,24.1,0.0,24.1,1.9814131714345515,-0.4401850105079363,1.7274675887380784,0.0,0.0,10.0,26.25,4.1,27.1,1000.1600750316976,1028.9838138571915,17,5,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,-0.8660254037844387,0.16266933138685774,0,0.680834913439075,1,0.0330438584870278,0.6425,Pattern anomaly,"🧠 Tree Path Analysis shows these top features influenced the model's decision:
- **Precip z 24h** (importance: 1.54)
- **Temperature 2m z** (importance: 1.53)

What happened?
The model identified some unusual patterns but only from a single perspective.

Why did it happen?
This could be due to isolated irregularities or potential model sensitivity.

What can we do about it?
Further review is advised to confirm whether this is a true anomaly.

⚠️ This sample was labeled as **Pattern anomaly**, flagged by only one detection model.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/tpa_sample_0.png,"⚠️ **Pattern anomaly**: Flagged by one detection model.

🧠 SHAP Explanation:
Model baseline (average expected score): 12.6954
Sample score deviation: -1.7876

Key features contributing to the score:
- **Wind r** (value: 1.73)  contributed to the score with a SHAP value of -1.9199.
- **Temperature 2m z** (value: 1.98)  contributed to the score with a SHAP value of -1.0745.
- **Precip z 12h** (value: 0.00)  contributed to the score with a SHAP value of 0.4811.
- **Precip z 24h** (value: 0.00)  contributed to the score with a SHAP value of 0.4227.
- **Surface pressure z** (value: -0.44)  contributed to the score with a SHAP value of 0.3030.

Interpretation:
While flagged by one model, the SHAP values show which features pushed the score away from the baseline. Review these features to understand the potential anomaly.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/treeshap_sample_0.png,"🔍 **Anomaly Severity**: Unusual behavior (pattern-level issue)

⚠️ The model flagged this sample as **anomalous** based on unusual reconstruction behavior.

📌 **What this means:**
This time window exhibited deviations from typical weather patterns, which may indicate unexpected events or data irregularities.

🛠️ **Recommended action:** Consider reviewing operational context (e.g., weather warnings, sudden shifts in conditions) for this period.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/rea_plot_20250531_170000.png
2025-05-31 18:00:00,21.9,1011.2,0.0,24.8,0.0,24.450000000000003,1.7485375082092756,-0.4679399108990036,1.7725319606182022,0.0,0.0,10.0,26.25,4.1,27.1,1000.1600750316976,1028.9838138571915,18,5,-1.0,-1.8369701987210294e-16,0.4999999999999999,-0.8660254037844387,0.16919320727921128,0,0.6443278947769518,1,0.0330438584870278,0.6425,Pattern anomaly,"🧠 Tree Path Analysis shows these top features influenced the model's decision:
- **Precip z 24h** (importance: 1.54)
- **Temperature 2m z** (importance: 1.53)

What happened?
The model identified some unusual patterns but only from a single perspective.

Why did it happen?
This could be due to isolated irregularities or potential model sensitivity.

What can we do about it?
Further review is advised to confirm whether this is a true anomaly.

⚠️ This sample was labeled as **Pattern anomaly**, flagged by only one detection model.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/tpa_sample_1.png,"⚠️ **Pattern anomaly**: Flagged by one detection model.

🧠 SHAP Explanation:
Model baseline (average expected score): 12.6954
Sample score deviation: -1.5845

Key features contributing to the score:
- **Wind r** (value: 1.77)  contributed to the score with a SHAP value of -2.0225.
- **Temperature 2m z** (value: 1.75)  contributed to the score with a SHAP value of -0.8187.
- **Precip z 12h** (value: 0.00)  contributed to the score with a SHAP value of 0.4776.
- **Precip z 24h** (value: 0.00)  contributed to the score with a SHAP value of 0.4627.
- **Surface pressure z** (value: -0.47)  contributed to the score with a SHAP value of 0.3164.

Interpretation:
While flagged by one model, the SHAP values show which features pushed the score away from the baseline. Review these features to understand the potential anomaly.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/treeshap_sample_1.png,"🔍 **Anomaly Severity**: Unusual behavior (pattern-level issue)

⚠️ The model flagged this sample as **anomalous** based on unusual reconstruction behavior.

📌 **What this means:**
This time window exhibited deviations from typical weather patterns, which may indicate unexpected events or data irregularities.

🛠️ **Recommended action:** Consider reviewing operational context (e.g., weather warnings, sudden shifts in conditions) for this period.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/rea_plot_20250531_180000.png
2025-05-31 19:00:00,21.1,1010.8,0.0,25.2,0.0,24.7,1.5791733894999849,-0.5234497116811697,1.8047207976754327,0.0,0.0,10.0,26.25,4.1,27.1,1000.1600750316976,1028.9838138571915,19,5,-0.9659258262890684,0.2588190451025203,0.4999999999999999,-0.8660254037844387,0.16739388214207584,0,0.6689630066830164,1,0.0330438584870278,0.6425,Pattern anomaly,"🧠 Tree Path Analysis shows these top features influenced the model's decision:
- **Precip z 24h** (importance: 1.53)
- **Surface pressure z** (importance: 1.52)

What happened?
The model identified some unusual patterns but only from a single perspective.

Why did it happen?
This could be due to isolated irregularities or potential model sensitivity.

What can we do about it?
Further review is advised to confirm whether this is a true anomaly.

⚠️ This sample was labeled as **Pattern anomaly**, flagged by only one detection model.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/tpa_sample_2.png,"⚠️ **Pattern anomaly**: Flagged by one detection model.

🧠 SHAP Explanation:
Model baseline (average expected score): 12.6954
Sample score deviation: -1.6408

Key features contributing to the score:
- **Wind r** (value: 1.80)  contributed to the score with a SHAP value of -2.1923.
- **Temperature 2m z** (value: 1.58)  contributed to the score with a SHAP value of -0.6538.
- **Precip z 12h** (value: 0.00)  contributed to the score with a SHAP value of 0.4801.
- **Precip z 24h** (value: 0.00)  contributed to the score with a SHAP value of 0.4777.
- **Surface pressure z** (value: -0.52)  contributed to the score with a SHAP value of 0.2475.

Interpretation:
While flagged by one model, the SHAP values show which features pushed the score away from the baseline. Review these features to understand the potential anomaly.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/treeshap_sample_2.png,"🔍 **Anomaly Severity**: Unusual behavior (pattern-level issue)

⚠️ The model flagged this sample as **anomalous** based on unusual reconstruction behavior.

📌 **What this means:**
This time window exhibited deviations from typical weather patterns, which may indicate unexpected events or data irregularities.

🛠️ **Recommended action:** Consider reviewing operational context (e.g., weather warnings, sudden shifts in conditions) for this period.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/rea_plot_20250531_190000.png
2025-05-31 20:00:00,20.1,1010.9,0.0,15.8,0.0,21.933333333333334,1.3674682411133707,-0.5095722614856282,1.448497667575407,0.0,0.0,10.0,26.25,4.1,27.1,1000.1600750316976,1028.9838138571915,20,5,-0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,0.2003753784341799,0,0.507134208353873,0,0.0330438584870278,0.6425,Normal,"🧠 Tree Path Analysis shows these top features influenced the model's decision:
- **Temperature 2m z** (importance: 1.61)
- **Precip z 24h** (importance: 1.55)

What happened?
The sample shows normal behavior with no flagged anomalies.

Why did it happen?
The features fell within expected ranges based on training data.

What can we do about it?
No immediate action is required.

✅ This sample was classified as **Normal**, meaning the model found no significant deviations in the data.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/tpa_sample_3.png,"✅ **Normal**: No significant deviations found.

🧠 SHAP Explanation:
Model baseline (average expected score): 12.6954
Sample score deviation: -0.5733

Key features contributing to the score:
- **Wind r** (value: 1.45)  contributed to the score with a SHAP value of -1.3786.
- **Precip z 12h** (value: 0.00)  contributed to the score with a SHAP value of 0.5178.
- **Temperature 2m z** (value: 1.37)  contributed to the score with a SHAP value of -0.4791.
- **Precip z 24h** (value: 0.00)  contributed to the score with a SHAP value of 0.4472.
- **Surface pressure z** (value: -0.51)  contributed to the score with a SHAP value of 0.3193.

Interpretation:
The feature contributions balance out, resulting in a score close to the baseline, consistent with normal behavior.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/treeshap_sample_3.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/rea_plot_20250531_200000.png
2025-05-31 21:00:00,18.7,1011.7,0.0,18.4,0.0,19.8,1.0710810333721104,-0.3985526599213118,1.1738195913537004,0.0,0.0,10.0,26.25,4.1,27.1,1000.1600750316976,1028.9838138571915,21,5,-0.7071067811865477,0.7071067811865474,0.4999999999999999,-0.8660254037844387,0.23464549059783174,0,0.508397414786235,0,0.0330438584870278,0.6425,Normal,"🧠 Tree Path Analysis shows these top features influenced the model's decision:
- **Temperature 2m z** (importance: 1.65)
- **Wind r** (importance: 1.64)

What happened?
The sample shows normal behavior with no flagged anomalies.

Why did it happen?
The features fell within expected ranges based on training data.

What can we do about it?
No immediate action is required.

✅ This sample was classified as **Normal**, meaning the model found no significant deviations in the data.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/tpa_sample_4.png,"✅ **Normal**: No significant deviations found.

🧠 SHAP Explanation:
Model baseline (average expected score): 12.6954
Sample score deviation: 0.6242

Key features contributing to the score:
- **Wind r** (value: 1.17)  contributed to the score with a SHAP value of -0.8818.
- **Precip z 12h** (value: 0.00)  contributed to the score with a SHAP value of 0.5458.
- **Precip z 24h** (value: 0.00)  contributed to the score with a SHAP value of 0.4710.
- **Surface pressure z** (value: -0.40)  contributed to the score with a SHAP value of 0.4051.
- **Temperature 2m z** (value: 1.07)  contributed to the score with a SHAP value of 0.0841.

Interpretation:
The feature contributions balance out, resulting in a score close to the baseline, consistent with normal behavior.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/treeshap_sample_4.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/rea_plot_20250531_210000.png
2025-05-31 22:00:00,17.9,1011.9,0.0,14.0,0.0,16.066666666666666,0.9017169146628188,-0.3707977595302445,0.6931329579657134,0.0,0.0,10.0,26.25,4.1,27.1,1000.1600750316976,1028.9838138571915,22,5,-0.5000000000000004,0.8660254037844384,0.4999999999999999,-0.8660254037844387,0.26545825612793256,0,0.407580151567855,0,0.0330438584870278,0.6425,Normal,"🧠 Tree Path Analysis shows these top features influenced the model's decision:
- **Wind r** (importance: 1.85)
- **Temperature 2m z** (importance: 1.71)

What happened?
The sample shows normal behavior with no flagged anomalies.

Why did it happen?
The features fell within expected ranges based on training data.

What can we do about it?
No immediate action is required.

✅ This sample was classified as **Normal**, meaning the model found no significant deviations in the data.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/tpa_sample_5.png,"✅ **Normal**: No significant deviations found.

🧠 SHAP Explanation:
Model baseline (average expected score): 12.6954
Sample score deviation: 1.7905

Key features contributing to the score:
- **Precip z 12h** (value: 0.00)  contributed to the score with a SHAP value of 0.5832.
- **Precip z 24h** (value: 0.00)  contributed to the score with a SHAP value of 0.4978.
- **Surface pressure z** (value: -0.37)  contributed to the score with a SHAP value of 0.4036.
- **Temperature 2m z** (value: 0.90)  contributed to the score with a SHAP value of 0.2255.
- **Wind r** (value: 0.69)  contributed to the score with a SHAP value of 0.0802.

Interpretation:
The feature contributions balance out, resulting in a score close to the baseline, consistent with normal behavior.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/treeshap_sample_5.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/rea_plot_20250531_220000.png
2025-05-31 23:00:00,16.8,1012.1,0.0,18.4,0.0,16.933333333333334,0.6688412514375437,-0.3430428591391614,0.8047209264307819,0.0,0.0,10.0,26.25,4.1,27.1,1000.1600750316976,1028.9838138571915,23,5,-0.2588190451025215,0.965925826289068,0.4999999999999999,-0.8660254037844387,0.2668567480753478,0,0.4340598422768567,0,0.0330438584870278,0.6425,Normal,"🧠 Tree Path Analysis shows these top features influenced the model's decision:
- **Wind r** (importance: 1.89)
- **Temperature 2m z** (importance: 1.70)

What happened?
The sample shows normal behavior with no flagged anomalies.

Why did it happen?
The features fell within expected ranges based on training data.

What can we do about it?
No immediate action is required.

✅ This sample was classified as **Normal**, meaning the model found no significant deviations in the data.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/tpa_sample_6.png,"✅ **Normal**: No significant deviations found.

🧠 SHAP Explanation:
Model baseline (average expected score): 12.6954
Sample score deviation: 1.8456

Key features contributing to the score:
- **Precip z 12h** (value: 0.00)  contributed to the score with a SHAP value of 0.5631.
- **Precip z 24h** (value: 0.00)  contributed to the score with a SHAP value of 0.4916.
- **Surface pressure z** (value: -0.34)  contributed to the score with a SHAP value of 0.4033.
- **Temperature 2m z** (value: 0.67)  contributed to the score with a SHAP value of 0.3947.
- **Wind r** (value: 0.80)  contributed to the score with a SHAP value of -0.0071.

Interpretation:
The feature contributions balance out, resulting in a score close to the baseline, consistent with normal behavior.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/treeshap_sample_6.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/rea_plot_20250531_230000.png
2025-06-01 00:00:00,15.8,1012.3,0.0,14.8,0.0,15.733333333333333,0.4571361030509295,-0.3152879587480942,0.6502145085560717,0.0,0.0,10.0,26.25,4.1,27.1,1000.1600750316976,1028.9838138571915,0,6,0.0,1.0,1.2246467991473532e-16,-1.0,0.2690053977086907,0,0.3420143707317916,0,0.0330438584870278,0.6425,Normal,"🧠 Tree Path Analysis shows these top features influenced the model's decision:
- **Wind r** (importance: 1.86)
- **Temperature 2m z** (importance: 1.71)

What happened?
The sample shows normal behavior with no flagged anomalies.

Why did it happen?
The features fell within expected ranges based on training data.

What can we do about it?
No immediate action is required.

✅ This sample was classified as **Normal**, meaning the model found no significant deviations in the data.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/tpa_sample_7.png,"✅ **Normal**: No significant deviations found.

🧠 SHAP Explanation:
Model baseline (average expected score): 12.6954
Sample score deviation: 1.9308

Key features contributing to the score:
- **Precip z 12h** (value: 0.00)  contributed to the score with a SHAP value of 0.5549.
- **Precip z 24h** (value: 0.00)  contributed to the score with a SHAP value of 0.4726.
- **Temperature 2m z** (value: 0.46)  contributed to the score with a SHAP value of 0.3679.
- **Surface pressure z** (value: -0.32)  contributed to the score with a SHAP value of 0.3622.
- **Wind r** (value: 0.65)  contributed to the score with a SHAP value of 0.1732.

Interpretation:
The feature contributions balance out, resulting in a score close to the baseline, consistent with normal behavior.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/treeshap_sample_7.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/rea_plot_20250601_000000.png
2025-06-01 01:00:00,15.0,1012.0,0.0,8.6,0.0,13.933333333333335,0.287771984341638,-0.356920309334703,0.4184548817440069,0.0,0.0,10.0,26.25,4.1,27.1,1000.1600750316976,1028.9838138571915,1,6,0.2588190451025207,0.9659258262890684,1.2246467991473532e-16,-1.0,0.27601916706718416,0,0.3766842789878132,0,0.0330438584870278,0.6425,Normal,"🧠 Tree Path Analysis shows these top features influenced the model's decision:
- **Wind r** (importance: 1.86)
- **Temperature 2m z** (importance: 1.67)

What happened?
The sample shows normal behavior with no flagged anomalies.

Why did it happen?
The features fell within expected ranges based on training data.

What can we do about it?
No immediate action is required.

✅ This sample was classified as **Normal**, meaning the model found no significant deviations in the data.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/tpa_sample_8.png,"✅ **Normal**: No significant deviations found.

🧠 SHAP Explanation:
Model baseline (average expected score): 12.6954
Sample score deviation: 2.2124

Key features contributing to the score:
- **Precip z 12h** (value: 0.00)  contributed to the score with a SHAP value of 0.5564.
- **Precip z 24h** (value: 0.00)  contributed to the score with a SHAP value of 0.5046.
- **Temperature 2m z** (value: 0.29)  contributed to the score with a SHAP value of 0.4262.
- **Surface pressure z** (value: -0.36)  contributed to the score with a SHAP value of 0.4041.
- **Wind r** (value: 0.42)  contributed to the score with a SHAP value of 0.3210.

Interpretation:
The feature contributions balance out, resulting in a score close to the baseline, consistent with normal behavior.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/treeshap_sample_8.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/rea_plot_20250601_010000.png
2025-06-01 02:00:00,14.7,1011.7,0.0,13.3,0.0,12.233333333333334,0.2242604398256536,-0.3985526599213118,0.1995707897548341,0.0,0.0,10.0,26.25,4.1,27.1,1000.1600750316976,1028.9838138571915,2,6,0.4999999999999999,0.8660254037844387,1.2246467991473532e-16,-1.0,0.2752336633249881,0,0.3528383850573023,0,0.0330438584870278,0.6425,Normal,"🧠 Tree Path Analysis shows these top features influenced the model's decision:
- **Wind r** (importance: 1.85)
- **Temperature 2m z** (importance: 1.69)

What happened?
The sample shows normal behavior with no flagged anomalies.

Why did it happen?
The features fell within expected ranges based on training data.

What can we do about it?
No immediate action is required.

✅ This sample was classified as **Normal**, meaning the model found no significant deviations in the data.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/tpa_sample_9.png,"✅ **Normal**: No significant deviations found.

🧠 SHAP Explanation:
Model baseline (average expected score): 12.6954
Sample score deviation: 2.1806

Key features contributing to the score:
- **Precip z 12h** (value: 0.00)  contributed to the score with a SHAP value of 0.5707.
- **Precip z 24h** (value: 0.00)  contributed to the score with a SHAP value of 0.4996.
- **Temperature 2m z** (value: 0.22)  contributed to the score with a SHAP value of 0.4289.
- **Surface pressure z** (value: -0.40)  contributed to the score with a SHAP value of 0.3414.
- **Wind r** (value: 0.20)  contributed to the score with a SHAP value of 0.3400.

Interpretation:
The feature contributions balance out, resulting in a score close to the baseline, consistent with normal behavior.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/treeshap_sample_9.png,"🔍 **Anomaly Severity**: No concern

✅ No anomalies were detected in this sample. Model predictions were consistent with expected weather patterns.
No action is required for this time window.",/content/drive/MyDrive/Data Science Group Project/Current_Version_XAI_Outputs/Plots/rea_plot_20250601_020000.png
